token_id,image_filename,metadata_filename,series,rarity,combination_fingerprint,image_sha256,metadata_sha256,approval_status,changed_in_1of1_update
1534,NRA_1534.png,NRA_1534.json,Midnight Diner,Uncommon,cdd7b6cdd34cb25c978639dd73eec4e719ae6778478830632410b539128ffcbd,42a868aa6af215183d6a91b4c4956d98d39f37bd68a817e4e1c408d4999b7c39,2003c440ac459e94fd006024bba7f40ebe72869b24a7d4009dacab8c79b17a91,approved,no
1535,NRA_1535.png,NRA_1535.json,Midnight Diner,Uncommon,ac8ecb0d4eee6569812959efaccc2f98e31319d85847cdccde6068ecbc4de658,9c5ade5358af350c452aad63a1c75443ed2c9a4f8ea07c1e206293e3b58a5291,11be34eaeabaed13bea0cc0844613c40241b4a78354fe600b3ac63b0fa5a89ce,approved,no
1536,NRA_1536.png,NRA_1536.json,Night Owl Video,Uncommon,6c2d1d6d0feb9e32c4e7348b4a17b781d45e7210db5fddcf573a874073062d30,8b49e0c0b9b4765f31f7fb22db04d8a29a3a02baaaf9c76268dbb690945d2fb9,56e58bc7a54c3a4e9664932350cf3289c910c1fe771167ef6cfff7c9595b3bdd,approved,no
1537,NRA_1537.png,NRA_1537.json,Token Pawn,Uncommon,58855bfd28241050c8b04ac19362f34f388614b7a16032d46034f17d5b22b0b2,27223e52bf2aed96b12eed48215b7248af7e7450c037e26d0722671b283f6ce7,044dab6de9c4a6ee21661d7ed42c9ffc2777c66a6aef54f060c1673ef3ac9af0,approved,no
1538,NRA_1538.png,NRA_1538.json,Midnight Diner,Uncommon,017aa1a8711336c2adf749d0292b75e3e803750be13df90d3b9e22b8a5d47ccd,cd674d940bf4d89051ae1e6000698fc6f3bfe3df1cb3beeb500e800d20a427d6,0ae960309a357ca1b6c2d2113923b3aca00c580935a5c3c1d077274cca04a664,approved,no
1539,NRA_1539.png,NRA_1539.json,Token Pawn,Uncommon,2bf6ff6a7848c9aa865b9ddb47916b889357d08b603d5cceb1059836c4646d3d,8bb004e00f7f0adee5278a44091807074c4412ec180870395df70f173d6499e7,2611155b997b528c4e36239e7d46be764fd8786424f8c4c5a17f7472042216d0,approved,no
1540,NRA_1540.png,NRA_1540.json,Midnight Diner,Uncommon,8447b1af0316d48ab63466f5a9bd184a61791d81168d4456c36699666500523e,4f16135778d17514eaba52b4a4b58746dfee3cf40b2088c4ce1c52af23624bb8,48db59e1737246ca931b081a2eae97a4f06a9ce88a1ebeb5ed49566453e37f11,approved,no
1541,NRA_1541.png,NRA_1541.json,Night Owl Video,Uncommon,abdca306b2cf8d310d55e71d930c9965b620c15c3b3626fea763505953835d8d,1557861ef8969a717ae2804f4df24dbb2ad1bef8698716c289912fd2e681f5ff,1362a0f85342f6f2cbbb9c8503f5c79aa241b9be41c54954e7a2c562e59290b0,approved,no
1542,NRA_1542.png,NRA_1542.json,Night Owl Video,Uncommon,30deb3c7d79b9491e73d78b14fcd70b2d4db76f6535303bbb646fe4e85544782,2d6a9ec13c3231f8c9e3e0aad5e95b87d22ebbfacafeb1297cdb5150e1e3e5a2,4c89cfc977f07675fed67289742b77078637c5b2b4dec6ad237444247471a58d,approved,no
1543,NRA_1543.png,NRA_1543.json,Side B Records,Uncommon,7241c715dc049a57ec69712a008176780b912d3c6cdb671b02d2af075edeb141,c17da3bb4f849803704aafc6b238ac2f0e938d25533a79106dd59b3c0806351d,7c6702a9187d9d171ef9525efa81958361c7d7311bf6a1a0d2223693883eeeb1,approved,no
1544,NRA_1544.png,NRA_1544.json,Night Owl Video,Uncommon,3203d6debbc13d4231cff75ddaea2f613eaf441969b7475fb0e3e1c6e4e5ed79,263926efab5c1a7dfb71409ed7f1e7e7dfa17a6465323901e91e73c0240bf4c4,f2aacdf34abb3df7d398847831e2ff200d86ced003a318f7df7d8babcc8e719e,approved,no
1545,NRA_1545.png,NRA_1545.json,Midnight Diner,Uncommon,cfaa99097ae67f7d08b9839d089d5554ce2bca0ce09e058dc2700064c111c205,736d7cf4be4fc601916e073126c9b3d432f82cafd6b37ac2516319ad80b91233,bbe7954b34cedece938c762134d16230921495e4189b76990d2d69a820480ed8,approved,no
1546,NRA_1546.png,NRA_1546.json,Night Owl Video,Uncommon,eeb276a4974188db605b68702088dd05ac45d1a1bbedb20f8eadefc500ad1be4,5093d06fa497bf08b5ab6a4da5f1f6ed103cde1ef64157fd1670b9ea3d396622,1f9a25c2b6065f49911c37e3ba065e24e84af1a8e2eab0ace21335375b534e04,approved,no
1547,NRA_1547.png,NRA_1547.json,Side B Records,Uncommon,163d62269754364d34573b722b43ef51e76955ce95cc09f75de81c73d3e38b26,094fdbe35b1a5f84bb58d0e6d5889a32d573e2c595fb99e00e5374bde7a5a040,451a547a76d2483dc78bc7650aacb825a2995c6f0ca158bc4d0885e31cc0dec7,approved,no
1548,NRA_1548.png,NRA_1548.json,Night Owl Video,Uncommon,047102a4cadc02a2a502bf4ced7add5636e74b3e46a90b9dcead4b714beb215c,414172f6ade94e30588cc8b91012b252def35edd050c85cde4f90459f5f26e19,d165ad94daaaa7fca2b25ad4102fcb74666f4a3a9dd1e6d4a8470f7a331e0e21,approved,no
1549,NRA_1549.png,NRA_1549.json,Token Pawn,Uncommon,1915ea8ed30196c6e5c3456efb960e08cc25939a361feb37962f3baa8b061c04,18f17cde382844b3c09ea57dea168b7f22c5035c92fb63e2bdfb5a352a21dff6,81e28ceef674e397ab10cba3fa75e66bdba57f802bee99f87574c5c9c4c986c5,approved,no
1550,NRA_1550.png,NRA_1550.json,Midnight Diner,Uncommon,7b89d6d9b603e4eecf73372346c6d0d7df64cea35fd55830bcd475c0aab612f8,bf0c420ce8bea2389988474ed21cd8aabb3c9449565eaa54be5e88461aa07d90,9df75ed4f0c8b14b3ef232c1238842c9ed55825cdbe5856d2d3b6268dbe70649,approved,no
1551,NRA_1551.png,NRA_1551.json,Side B Records,Uncommon,00652297fa9f6a3acd5a48202c07edb67f5817f65b3b09ba1b297db73a45b8dd,7e478fc963c9d6b18c86b6625d1d4956f6fd4186bd1644ab45e1808e3b6708de,9f09f6934a0b799247918638c83e3b9ab05368e56e0d6e212d0b9c0142a46c46,approved,no
1552,NRA_1552.png,NRA_1552.json,Night Owl Video,Uncommon,79e1489ca2df368e2daa02a43b3ca12f3922627b479bee2a7a45976b547d1576,cca2fde6927af396ecc79ccca025e5ffb57968965c9cc0da243e8c71f809f9c5,3f34d42c4c473355a77243b87af402eb166b341b59c814e9d7e220f414d21fa2,approved,no
1553,NRA_1553.png,NRA_1553.json,Midnight Diner,Uncommon,9e6265db1b7ea0a3e26afe661db64fa7edf65274eb2a1b96b98bc2760d238300,b31db368d9c1441973003141fa6bbc0d68f13709d43b273f40aec73ff1d99f2c,73512277d1283d6b07e3add7a66cf9f4026cde3d95fbf8687b7a725819c5197c,approved,no
1554,NRA_1554.png,NRA_1554.json,Midnight Diner,Uncommon,cfaa28bb09d5f9785e63a522a9c98c1131e392a03a6fac4b7e0f21489cd97b34,95b773e950b6b11f3dbac512f4d1e50ca31357d4153f359da07f7eeef04e8a2b,bea16aea162551e1aafc1aa1c16efd4b0a2b06526df8ed8179895f352c0a8b4e,approved,no
1555,NRA_1555.png,NRA_1555.json,Token Pawn,Uncommon,44c9df4e0d98bcbb8841b3bd2dae7d33d057e477ed79f7b946c49b16e7fe8901,c1216f2a08fc0404b72f68fc838dc33bd696dedd591ee65476f14b1251b20017,285a2effcac4e1d0b2e2dbeebded81d6ef8fb19f5f483c1bbe8eb1a405b6b087,approved,no
1556,NRA_1556.png,NRA_1556.json,Token Pawn,Uncommon,01bcb598715d34c9afdf829b61d2db5c061245648fed8a996a673588e02de3bc,2f8b6451b0530ff33a6cea47027f28eac9f3f1c47df38310458aafafc9cefff0,05ed81e9a96ee4d76a30a81b788acf66d2c469be776cb8cd01d5beda8f85e58e,approved,no
1557,NRA_1557.png,NRA_1557.json,Midnight Diner,Uncommon,dbb2e2bcd06045937d339a1574c03d2b8a00f52159b2cc4b4806c64381f83fd4,2b60a09c6370c3380bfc0632afe46d533462d449b303f3434fb1d81d8df4562b,8f07056db570169abcb1da017c9a7952eabbfc1297aad4ee04801123f0e696ff,approved,no
1558,NRA_1558.png,NRA_1558.json,Midnight Diner,Uncommon,d7bff5f3c50cc3cb2d6c41daba6e5da6a3d0fd4b4b5115e88696fcd55349e6f3,d2abc4571ed37b5295aea71d4c8dfcc94b6210a17e59a57ce06ecd646ee19a66,5ed4d16dbe2ee3b22d8d81dfef08bff9cbf6785500d87134deafe86514467b13,approved,no
1559,NRA_1559.png,NRA_1559.json,Side B Records,Uncommon,25e43cff90f34297abece11d6657e70d450cef31412e8729dc5597d93fef9dd0,d206783b74dbde909657af2cfb6a5f0aa464cc9203cc2ba25b375d4963ab2959,a2a36fad1ecfe168b62fd7b7b5c22fcf340cdb9c353a539088f8ccbe74c63df6,approved,no
1560,NRA_1560.png,NRA_1560.json,Midnight Diner,Uncommon,5e915ed82ee3a544b0d41a456c10835ed9263aac90eb387fa570e655dd4af45b,c87d27161de2d98fd9037fe0accc7bfc8f2e2958a9002da3e192c5303b0b394d,8359b393e679db39c5fa824f721a76089ea768a2b04a1dc61d90eef0dada2f45,approved,no
1561,NRA_1561.png,NRA_1561.json,Night Owl Video,Uncommon,32fdb27067eec7aabf1bed482621eb642f8ab87356aee1cb43186bc3f4a31962,6776f8ff5e25c81df8d679ae84ababc556ed157f284e692a01f4303d3085fd7d,a8c5628da83cb081a939db9736ef6f3e8b1ae49611f8dade0defde144df160c6,approved,no
1562,NRA_1562.png,NRA_1562.json,Midnight Diner,Uncommon,775de339ac85a10ff65f7aeec18b9760b986457cf3d75cda1690b92e779f2349,af6a046367d1e6b23d3d7900f0190b0321fc67192789e87db001724a7e6244b0,ddc316bdc4d2e17b29c97fcadd0203fc81187a1264686ee832b6891768968e14,approved,no
1563,NRA_1563.png,NRA_1563.json,Midnight Diner,Uncommon,04bc36fcda4161626e17ed1c34c1b044faba00f78e6ac4ec80016c29ed0735af,1b92d0cd082cfd6e929b88c7a9d366f7f0439df2d393bbc92f11a70ddbb7365b,40cd650cfa520ec05489ef6d627930d3962e2d67a0475eb73b9de339a80349b1,approved,no
1564,NRA_1564.png,NRA_1564.json,Midnight Diner,Uncommon,541ac376da0e8c78f0028ac8be9583ccc72c1ed141d81a9671dcbc90e95819ed,0141f85a42dd7011c1cc992d90302d52b7f1f1356e87a6fd02a7acca888e0e89,71913c624f9c799f3caf59580fd4a8bfac59ec85ea8ce25ae3331bf7600a7f5c,approved,no
1565,NRA_1565.png,NRA_1565.json,Night Owl Video,Uncommon,8238acef906e1e3f77e2c60368ebd69b15422c781a7709c7365fce70d5516df5,bcbfdafda119efcdff99aed9e73767bbcd1f9fb11e409e364a286ed9228e7796,c56a8f997d21cabfdff3879a4397f2e28500200290349c38150d6208278a68ce,approved,no
1566,NRA_1566.png,NRA_1566.json,Midnight Diner,Uncommon,54514be0a9c836152419eddb8a10f462d6793ddb9b5f949859f31a5d37ca2ab7,deda410bb40f3062d3bb208ea31f6014a16475fb71521e460dd522430559a8e9,210d146ffd6885102f66f1dfdcf80329fbcb7f60b3d40b4978f1c74cb4e39961,approved,no
1567,NRA_1567.png,NRA_1567.json,Night Owl Video,Uncommon,62667b47ecec87615f4d6b341a53571ec44fa401bc81cfe473e35dc7cee8562d,37dc8b6fe024a5a3a57ef7abcaa97e7b9959d6e552cca8db423e9f258447d1ff,35e5d3aef240ff66961ba2aae47f54fcc885fda2e9a8652d841417a4cedaf4b0,approved,no
1568,NRA_1568.png,NRA_1568.json,Token Pawn,Uncommon,5d564f46a8d4811c007629bbe26c79ddcf282768013db3ac40265578ae9e84aa,d1a5e3883dc5f3af3ac6636733c04e473d36cb4ef00c4f9cded50579ccbda642,f2846cc42133bcf06ea1407993d6fbcdb598c7a40a91fe613e6baa65c8c64b94,approved,no
1569,NRA_1569.png,NRA_1569.json,Midnight Diner,Uncommon,88e01793c248b42932ca49784222ff41aa13dc7d388a0e124eeb8d6a2217b70b,6d5c4f3466430d5eb03c96b1ec7cf90f511b775e564fde893cc91afb9c15b295,aa6aea9f22a26e84f661d6c147847a12138a2039cf490ed0efe3eb45f6fa24d6,approved,no
1570,NRA_1570.png,NRA_1570.json,Token Pawn,Uncommon,75f9a01f661745bbd83ab3faa2224b1e2900b7f39af1b58ad87586ce871bdadf,a60c4999fe51e83acfd28698275bff10e689ad0aec4ee91b135efb7e4664e896,5535fb4476bf541ba8a906de3e9e59c9b85eab3c0ad2e8290510db17b6076ec6,approved,no
1571,NRA_1571.png,NRA_1571.json,Night Owl Video,Uncommon,6f54e8556b0b2ee0d2f59f22f5adab96cb5e1a2e5b6f908277b9ceabeb12733a,2cb7a3901ea8e396fd58d0d3e0c3a79f11d29dbcc5f27f1fe4e9669a9a7268dd,ed0486d739387a1dfe0e3373144b69a83c4b514c1eeb8448524d6fa831b66096,approved,no
1572,NRA_1572.png,NRA_1572.json,Midnight Diner,Uncommon,613d85e7985c71bcbf245d82d0638f256ed3376072f606162be5b797a468ccce,3ed1c8163675037ddb724e4b20c187135cb97e81cc8e72ce551898369e8f428e,c6436f23da5bad1a30c33e71dd3d1421f02a42b17b0018b1585006e0058a901a,approved,no
1573,NRA_1573.png,NRA_1573.json,Midnight Diner,Uncommon,dcf7c7fcef96ccb01324c277ad793458c1c770830e72fb08823f9d05a744837c,48fc3ceae0529774fac537c40a303b26444d54087c2a8c955ad91b64d62a3dc7,adb1981508be04763864ab914be917958172f41675d05f45dcb60b0cd9f31016,approved,no
1574,NRA_1574.png,NRA_1574.json,Midnight Diner,Uncommon,030548b91661a836d839ac9716bc92c8ab862eab223376955972a65870e2c11d,dadb66d29831fc83411e2c827c27480b5d6a0c242f93628416995939e5a21e56,168c0553215431abbf11cf9078364f06e4488bd59d954ad83b36af47d23691be,approved,no
1575,NRA_1575.png,NRA_1575.json,Night Owl Video,Uncommon,020ebe7668934d5e9060feca1532fa35f9866eccb86e816d09d98cb3d90afb52,2fd16ecf07921ba2a9f27180faa0a89e52002ceacb95c9d01580630dd3158c38,ea03b0361b1dfec50b93034fbc0eed42df31e04db5747c02d786f5e98502c75e,approved,no
1576,NRA_1576.png,NRA_1576.json,Side B Records,Uncommon,cf025ca9b54fd7a7f98b4d585dfcb2522a994fcda1a41ede1e1cc4a70035e7d4,8e62cb3124aff1567997e4d67da02b5e14465789a8077c30def73b6242e1df6c,411fa1f307d3fa2e30a00cec38ef48f611a74a3f2c6e4f9cb16f1ca6fdbff71b,approved,no
1577,NRA_1577.png,NRA_1577.json,Midnight Diner,Uncommon,08ce88035a90b8fd750393dbb01cdf450633286ea2cb5ca9fe99a5464e0e718d,8f67c6b571940ef404696e28f7f60eec1057540e2de53c874ff89b689822bdbc,b22917be07a95d8dd8470cefe2947ac0393fe8ab0186e63ee8da18cf682f6f4d,approved,no
1578,NRA_1578.png,NRA_1578.json,Night Owl Video,Uncommon,1a5ab4155644a3a024f2894001d5ecb9064cc63d0a971c80cdb685a31d7a3b08,e55bb368f8327e28918eb4ae1ede1f8cbdad3067db799917d13d51bb9b884c4b,bf4e0edfbd107065b6a0b19473a04d02f59527c9d87b4ff976a33f9ff5d34d89,approved,no
1579,NRA_1579.png,NRA_1579.json,Midnight Diner,Uncommon,4ad6a664d8d88ccd70a1586edb69bfe363454a4ce7431ffd7f23bbb450e37fe2,c6dba3c32a4a4043cc4cb8a1c200599aa12e92c1ad5e9e784d7d05621297d46e,8bce89553f84dc7d5679bb61f78119b58aa9aaedeecf160c98f7a99cf9db3872,approved,no
1580,NRA_1580.png,NRA_1580.json,Midnight Diner,Uncommon,5a942c37b3bed2ffd67bb2a8beadbae02b9c43f4b6b654bb38c54c3acbf7cb77,298ef76d5164de6d24add8159cfd6c8fdee5696ef643bd57fdbc213826e10efa,ece3577a7569de016e01f80bd59bc2e691f94fd1c86cde72384a941c4b3caa1a,approved,no
1581,NRA_1581.png,NRA_1581.json,Midnight Diner,Uncommon,795398adc65b7795dd042bab74de7027521cbcbc0cd48a6f0c341e823b853c31,f2778dae52eb17715b25868df494b12b62eae9497e2c34951dfcd1c0a0e183a1,c3a626f61fd5c5c16bbc9be9bd465b41ad479c1347df844e3dc7362fa9dd4f6d,approved,no
1582,NRA_1582.png,NRA_1582.json,Token Pawn,Uncommon,ff9b26aa4c82ba633ffeaa5338e6ab5aa851e1e3d704e6378f2a8ea5f464ef4c,fe2485e6b1daa5697d1f5efd226d1a26a119731fd786f172a18b045193767b13,ceee07a98dd7b753626279519f489b1c948767a442e06e5a85e770b50ab2c95d,approved,no
1583,NRA_1583.png,NRA_1583.json,Night Owl Video,Uncommon,69e6545e3fcb6a145d3d30dd05c24a045274873c82e3be15c1a2954d5fb51930,bc0ff940f0ac843a0a1fcf29da4623749e3bab9462088fd3c364e8337d52837f,6dbdd413984736a85df398dfef10408a65d5aa06a4f0cbbbc1a3fa4e0c65e7cd,approved,no
1584,NRA_1584.png,NRA_1584.json,Midnight Diner,Uncommon,9c098996e59981f1a96501bcdb92654ad02a151b2fb7f87ad09b6d0d0cc04a4c,1c3f90610db473698e83aead58a93df4bfe4a4913d3bc7a794e51b78e0dba799,3a0ff204157dc0f8ee502bfc3ae7294881969264710133b178dbc197e50b4d0f,approved,no
1585,NRA_1585.png,NRA_1585.json,Midnight Diner,Rare,e3d4a596b1b64a68dc3ff70151a3263996f4901e775e8a859c34fc4c832c8320,a187306d076b86359f278d56a5a857e18fe10daf45955dc5fb9f4bb4ff45a3e4,a856cfaeaf0be541448f7c4142b44e4cecd4326f43b50f0490bd7130316690fc,approved,no
1586,NRA_1586.png,NRA_1586.json,Midnight Diner,Rare,0f1c959157da36610746bc602aa28e1041ea6476fff4c5dc63755e7e35d1ebc7,25d68f39043d2fdf66afc6c74dfdc6276aa1ee495aa3466979f7f202950597be,09a93a22e2e85cee6c5d1f76af056f04dd1e9c1228732174848be5846f5e0319,approved,no
1587,NRA_1587.png,NRA_1587.json,Night Owl Video,Rare,320f99d8efbb9e2bca2c6682cc79f9a386aec4b0fa313266ab156e6630aeab5c,50a3a2b72ccaa1717c9b7206dd89d71f0717bd82f185dc3867fb9bb74eb368fd,bcded5344e1b038ac7bde9582e4d79fe591997a8821f68ff5de0a5ccfc0366bf,approved,no
1588,NRA_1588.png,NRA_1588.json,Midnight Diner,Rare,eb7c76003fa16bc79e23cf5711259cb2e91cfa91effafbf90cc1f964f8327c3c,44b526bdccba29289771c405532bb49e8e723ecdbc940da26f48cc99a2f577d4,60948ea2227b21122b197be5d97b20b7185ecf0a30baf095d38d58b925750429,approved,no
1589,NRA_1589.png,NRA_1589.json,Token Pawn,Rare,a2b11853362dd525ef9665ae00ae29e2b104f64e234fd1ef632e1695926e4ee6,ebf869413aa04d4c29a2f34f6d812d97a329594ebb0e9eab32eb5a5fd87e96ec,678500991808007efbcb7122660a632123ab9f3551f35dee20745aa03c6f1443,approved,no
1590,NRA_1590.png,NRA_1590.json,Night Owl Video,Rare,ebea023967ddbc78a20ede9a06b23d04c8c81c0fafda61dd42801c2553ac0c0e,09117c46c9b571af06a0ff495b6cb5a08b138140b4404fc0cb1c19c61d4f13ff,48314bbfcbfcf89e50e288f029eef02d85f35870226ef8be4b37a81492d36e95,approved,no
1591,NRA_1591.png,NRA_1591.json,Token Pawn,Rare,b1e7fb0ffd41b16f67610b48ade8265c164e8668b43e0c0004dbdf8695f782ad,9eb468ca3bef89a214c481fc35e3c5bedb56b675ed1296f899ec726eae3e4215,b0b19f9cd184d9d7d795139ac834b399debb8c2f2e455d87f42e74ee64d3b0ad,approved,no
1592,NRA_1592.png,NRA_1592.json,Token Pawn,Rare,ce53af892c1bb07b9ddff6a249921b39020d3b035be78cae78100a5c47636aab,477e324b9a430d590976a17434f86b1ca65c662cbab739db17e880f1f04ec11b,83d377aa399b75351e94aa2fbb7184952aed1493a784e939fb4fde27153481c5,approved,no
1593,NRA_1593.png,NRA_1593.json,Midnight Diner,Rare,a30847e2e2c8cfc94e24048ea535cdf960ef47cd711775e38f7306439479b198,3494136acc96355e8c37662c355f64823125bff8d75e6462394e5cba800ede00,aaa3ef49c9aefbcae5f250fce71e4100e7dbc0d62c9dc8ed0a2fee1cd9a3cb89,approved,no
1594,NRA_1594.png,NRA_1594.json,Token Pawn,Rare,ca1499991f307ec11879f2632348aa632ca64e804c9226be67da304756697aaf,b77f3eabff2de39bbbcf2cccc86b9fb9d8b7084a6723c50f29ee8350934eca31,de3dcef2d2dda74d3974adbb4c65321a96f263b401fb28af97054e1f22662f29,approved,no
1595,NRA_1595.png,NRA_1595.json,Token Pawn,Rare,8221bd12e89a8256fcec3fed6fda3f6c62e59cba131e578936d2d87bff261556,7ed07a94f0a8f5323b900863bb534f684f2121b87f365f68014f4b1b736d263f,3888ecf331f8dce222bfe4ea8674c7f656fc6279b6b124e228348db3feb6499b,approved,no
1596,NRA_1596.png,NRA_1596.json,Night Owl Video,Rare,745fc6653e89ae08869b3ec8dedf9233bbc72ab5c567f2a8a460d39fc4e95281,ef0f14e0f444031ca0ae8dc71e79b21033120e7c0c9a1510aafd2df3e6d325ee,810e2bd7fd77a4c5b09609ffcd7ba04d7e78786d5b3409cef2e0067e3fea531e,approved,no
1597,NRA_1597.png,NRA_1597.json,Side B Records,Rare,1a417ef9f49b38180052388a12b6f058cce1202c6f4c2d67cfdd68923dc3a046,7bf5bb4dd41e4e946584035b8445fa5ce298bd36460bd7424db299dbf7b03054,c85df829fb9c1a1be8f9f7e37d34b6fb015996334a9adfedc8783def7f4e862b,approved,no
1598,NRA_1598.png,NRA_1598.json,Midnight Diner,Rare,28bde80b7678496b567e9cff2a8713e4557d1768391cb4a248783e9adf001c41,54184081aa5d356002a80fe8d326d42af1ad906915973fc754c0cacb33e84c4c,68f4a54aa2c8d894d854d3dad01d97c303fb37688d98d02d278dbade4a2ab153,approved,no
1599,NRA_1599.png,NRA_1599.json,Midnight Diner,Rare,eafb78e09aeb7c6c1ce9bcf9c4241a8240cf249607fed839d9b78a3492ae48e7,05ed9c76c9cfc4e9ed6eeef9e3c8fde0e95edc58f445dd946a87c1ec9382d6ee,ad86ba197b33d42b9888fe13ffc99493c7fcfe1cc4cff2c3e4792e5b6966fd09,approved,no
1600,NRA_1600.png,NRA_1600.json,Night Owl Video,Rare,18b6aad7f9ad067bac231e640a28deb9d2565de18b2cab696076b752f2095ca0,fb4f9cde656df45dd2c4b22f9b868883a8a940b69d72ba4d8ac0a64f8c494f7c,87329557a7efe82e8160d4d45384fe7c755e3f96b8e35907bd85340d5912dc83,approved,no
1601,NRA_1601.png,NRA_1601.json,Token Pawn,Rare,01d1e5ac2364a70ae34d1f8c9354e47156114bbd0dbd159e932b93f39ab66c52,69ab628b3606d456fe6d8ce35a0996145c0ae392f6ee6f29e902870dda9645af,66d3ef572beb6106310ccc51b4cb6b83bbf33edc8f46f6a3f4f1736c2266fb7f,approved,no
1602,NRA_1602.png,NRA_1602.json,Night Owl Video,Rare,2ad4d48c63e12add7d3f1ace07ff893f050341abd487cc9027c55bc3fdfb579b,769eb561c40c93dad7d60d2fc6094f2309077d3494f730b9fd049255b84982b4,1eb4c45468f04afbaa29e97dce1e51be936957e09b255cf6c53c42a63fec3590,approved,no
1603,NRA_1603.png,NRA_1603.json,Midnight Diner,Rare,fbf4da425861172ab8a6b468601c59edff9d8284429447b07e86d285b3a89bc0,0a1502707f48ab268002858112e789bbaa78906e2e5c7e05435050fc21204b55,47d3b24d7a63447a5f7cbd68608973779a651f5204fef2d9f5d6ee243d9f7033,approved,no
1604,NRA_1604.png,NRA_1604.json,Token Pawn,Rare,224f4cc18b357b6ab5825821fccaae1f58f1fd7cd4eaa9dc13e3b34c276b722f,54bc80f46cfab41c6b7b63ffcfde915f48df3c4ac84827f547912ddcca35f268,de186b108e41e6f0be9d16aa0c560b475efb19a028cfa6cb9fb51a1a5035225b,approved,no
1605,NRA_1605.png,NRA_1605.json,Midnight Diner,Rare,fc046c06b6f707ea8534e725d13f7dd0af97e910de37729e1abadcaee52d23b9,9b76da69884f092dfe5fcf7098f4eaf12fd538dcb25a347622317f6bb42d406e,f5c178d1e00c21f8bcf2a3cd5b0bacfe19fb05b2df71d8e579e4a6d13e23eaa2,approved,no
1606,NRA_1606.png,NRA_1606.json,Token Pawn,Rare,db521399bd5b4f0d3eacaa138177ea5f70ef82e478373c4671b4267692b173e4,5cd02c01940c7ef11c926a53c470d416e671cac58d5317439dbbd329cf522850,b416d78d8d83ec7d1cae4c80fe8825ef31090c650797617813e621b53babe8bd,approved,no
1607,NRA_1607.png,NRA_1607.json,Midnight Diner,Rare,92b9c6552dc90246ac8a97991d9cf4ea2c55dac7fb93ad53d5251c36f9ba42d7,c08b1ba0e92dba8da6596c261820437115a56fc4448edd9b31851524fdb93e82,973de191026c559ae554a6b2b04d131355b2ad8a19528d9966b92e9a0b5b8a67,approved,no
1608,NRA_1608.png,NRA_1608.json,Side B Records,Rare,75cb8b84e8b2486a523c7ebc2a24dc348453d2763fdb8c69563f2ff4b80fa8ca,3c22b4ab8c21e69d488e592ca0987f6861c509bf83abf0c2e092e824779afde1,605ead5d887994e4028945ff710f3d3e632a633d8eaeed488193f5eb619a8f95,approved,no
1609,NRA_1609.png,NRA_1609.json,Side B Records,Rare,62f5b095fb5c9df9c63b02e23758cd4d0cf4501293a6fc8591803b8ed284c963,6f1f46bd1304134e8778fb896f8938d34233f95ace019fd197319a1d5c29ff7c,eebfc21f7de8df2cf5846325b139f42437daa164bd69084eabbccac640d7ebfc,approved,no
1610,NRA_1610.png,NRA_1610.json,Midnight Diner,Rare,9d8a726480a3c223f2d1e2e52e25422f08a4fdeb30b3a0ed01865738049bec4e,7e97cbc620d44ea2ebd746c9ed3c1db2d21af1c61e31b4b546bc65eaa09228e5,4b20f47c3538550d63bd3d26c05dc44d009a9c263b56696b2ccad8f8ccb5e767,approved,no
1611,NRA_1611.png,NRA_1611.json,Night Owl Video,Rare,09bf80ac6061f35ad605235589b1bd018347dfce1caa5de3966135fa63d53a77,0f78a47606283059946cfa7cd27496abbeb2af126f008a537745e5314636de62,f739449191cb42bba4d699dc9cf796535db893b7fee7272c67a3ec5e406e0065,approved,no
1612,NRA_1612.png,NRA_1612.json,Token Pawn,Rare,49f405f5e7435530a9a7257d9e911a0943d3b8779b8bf1f684501b23efc96881,701fd1ea5ab9ef3e079a5e1dfc417b154eeeff6d2ab811e6a66f1bb3bcb3e7ba,c90ecd2a81d5f54921ee51c12f2b1bc7be817716e0e8de771a75ce499dbecdd7,approved,no
1613,NRA_1613.png,NRA_1613.json,Midnight Diner,Rare,790fdaa735e945d599566acefdabbf7ee11779ecf91e0966191b69546d46a33d,4af9ffb3509b77345c50201edf8556b9ad3d80363ceb5a4099f498080f1ce2ec,6529a8584b69fa29d5f37d572a4a7435e4fa9493b989a6bb5306a579cd658e53,approved,no
1614,NRA_1614.png,NRA_1614.json,Token Pawn,Rare,e57dc6ebff8c4d3c3d55fa33578231b0775e0913ceba27f45b5569de10fc1292,4a916c8b16aa21889e29ee3df922a7109c04cf88bd0d42ef1707b7344ee28668,3860b53ecdca7fd81f3d8a91e31155982d94d4886788b7e1dfaf7d4a29807d2f,approved,no
1615,NRA_1615.png,NRA_1615.json,Token Pawn,Rare,dccb93fc698a701ba3fe65550085008c9b7babf27d60cf82db28876a7792f68c,58dabbdc136dd3354e370f67d51706611cc339eff9d20c6c04e4bf770c6ffcb1,91dcd58075ffc2fd2e577c60e936ca86c85da328c740167cc0592fae9d5d8c1a,approved,no
